Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
28;24718;"Human Resource Management";journal;"00904848, 1099050X";1,640;Q1;87;53;199;5404;829;197;3,92;101,96;United States;Northern America;"Wiley-Liss Inc.";"1961-2020";"Applied Psychology (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)"
29;19600166404;"Innovation Policy and the Economy";book series;"15313468, 15372618";1,597;Q1;11;7;18;397;42;15;1,60;56,71;United States;Northern America;"University of Chicago Press";"2009, 2011-2020";"Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
30;28581;"Journal of Small Business Management";journal;"00472778, 1540627X";1,561;Q1;103;141;184;12665;979;164;5,03;89,82;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1996-2020";"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
31;20842;"British Journal of Management";journal;"10453172, 14678551";1,522;Q1;103;76;142;6685;653;135;4,29;87,96;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1990-2020";"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
32;21100803368;"Proceedings of the Annual ACM-SIAM Symposium on Discrete Algorithms";conference and proceedings;"-";1,517;-;15;0;183;0;517;181;2,86;0,00;United States;Northern America;"";"";"Engineering (miscellaneous); Information Systems and Management; Management of Technology and Innovation; Management Science and Operations Research; Medicine (miscellaneous)"
33;21100369735;"Journal of Business Venturing Insights";journal;"23526734";1,489;Q1;14;45;80;2249;315;79;3,60;49,98;United States;Northern America;"Elsevier Inc.";"2014-2020";"Business and International Management (Q1); Management of Technology and Innovation (Q1)"
34;22009;"Corporate Governance";journal;"09648410, 14678683";1,471;Q1;78;27;102;2231;386;83;2,98;82,63;United Kingdom;Western Europe;"Wiley-Blackwell";"1993-2020";"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
35;21100198497;"Quality Technology and Quantitative Management";journal;"16843703";1,421;Q1;16;62;105;1893;286;103;3,06;30,53;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2020";"Business and International Management (Q1); Industrial Relations (Q1); Information Systems and Management (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1)"
36;21100317418;"International Journal of Precision Engineering and Manufacturing - Green Technology";journal;"21980810, 22886206";1,412;Q1;27;111;170;4512;1000;166;5,22;40,65;United States;Northern America;"Springer Science + Business Media";"2014-2020";"Industrial and Manufacturing Engineering (Q1); Management of Technology and Innovation (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
37;21100286906;"Eurasian Mining";journal;"20720823";1,347;Q1;12;28;69;543;162;69;2,62;19,39;Russian Federation;Eastern Europe;"Ore &amp; Metals Publishing House";"2013-2019";"Business and International Management (Q1); Economic Geology (Q1); Geotechnical Engineering and Engineering Geology (Q1); Industrial and Manufacturing Engineering (Q1); Management of Technology and Innovation (Q1)"
38;21926;"Decision Sciences";journal;"00117315, 15405915";1,329;Q1;100;70;120;4908;381;110;2,90;70,11;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1970-2020";"Business, Management and Accounting (miscellaneous) (Q1); Information Systems and Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
39;20639;"Journal of Management Inquiry";journal;"15526542, 10564926";1,324;Q1;60;75;132;3848;329;119;2,57;51,31;United States;Northern America;"SAGE Publications Inc.";"1992-2020";"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
40;19700182654;"Project Management Journal";journal;"19389507, 87569728";1,293;Q1;37;57;157;3768;520;139;3,19;66,11;United States;Northern America;"SAGE Publications Inc.";"1986, 2010-2020";"Business and International Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
41;24840;"International Journal of Human Resource Management";journal;"09585192, 14664399";1,263;Q1;107;221;521;18313;1808;371;4,27;82,86;United Kingdom;Western Europe;"Routledge";"1990-2020";"Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)"
42;22486;"R and D Management";journal;"14679310, 00336807";1,249;Q1;99;55;171;3940;704;168;3,75;71,64;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1970-2020";"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
43;15057;"Electronic Commerce Research and Applications";journal;"15674223";1,243;Q1;69;69;178;4882;1052;175;5,55;70,75;Netherlands;Western Europe;"Elsevier";"2002-2020";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Management of Technology and Innovation (Q1); Marketing (Q1)"
44;15700154705;"Operations Management Research";journal;"19369743, 19369735";1,231;Q1;23;12;30;768;177;28;3,00;64,00;United States;Northern America;"Springer New York";"2008-2020";"Industrial and Manufacturing Engineering (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)"
45;21100856538;"Entrepreneurship and Sustainability Issues";journal;"23450282";1,171;Q1;18;194;168;7696;964;168;5,74;39,67;Lithuania;Eastern Europe;"";"2017-2020";"Business and International Management (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1); Management of Technology and Innovation (Q1)"
46;4700152631;"International Entrepreneurship and Management Journal";journal;"15547191";1,164;Q1;50;93;169;8257;939;159;5,69;88,78;Germany;Western Europe;"Springer New York";"2006-2020";"Management Information Systems (Q1); Management of Technology and Innovation (Q1)"
47;17743;"British Journal of Industrial Relations";journal;"14678543, 00071080";1,159;Q1;67;50;97;2761;263;92;2,73;55,22;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1963, 1965, 1967-1968, 1970-2020";"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1)"
48;17627;"New Technology, Work and Employment";journal;"02681072, 1468005X";1,141;Q1;41;22;50;1094;190;48;3,59;49,73;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1986-2020";"Human Factors and Ergonomics (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
49;21100932830;"Journal of Innovation and Knowledge";journal;"2444569X, 25307614";1,059;Q1;15;41;59;2641;387;55;8,00;64,41;Netherlands;Western Europe;"Elsevier BV";"2016-2020";"Business and International Management (Q1); Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Marketing (Q1)"
50;22965;"Journal of Personal Selling and Sales Management";journal;"15577813, 08853134";1,045;Q1;63;29;69;2351;156;61;2,63;81,07;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1981-2020";"Business and International Management (Q1); Human Factors and Ergonomics (Q1); Management of Technology and Innovation (Q1); Marketing (Q1)"
51;21100856611;"Journal of Responsible Innovation";journal;"23299460, 23299037";1,045;Q1;18;36;95;1372;233;68;2,88;38,11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2020";"Information Systems and Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
52;21283;"Management Learning";journal;"14617307, 13505076";1,045;Q1;73;39;92;2407;282;88;3,02;61,72;United Kingdom;Western Europe;"SAGE Publications Ltd";"1970-2020";"Decision Sciences (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
53;9700153238;"International Transactions in Operational Research";journal;"09696016, 14753995";1,018;Q1;48;165;247;6861;801;214;3,75;41,58;Denmark;Western Europe;"Blackwell Publishing";"1994-2020";"Business and International Management (Q1); Computer Science Applications (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1); Management Science and Operations Research (Q2)"
54;19600157911;"Electronic Markets";journal;"14228890, 10196781";1,006;Q1;29;81;103;6299;449;76;4,67;77,77;Germany;Western Europe;"Springer Verlag";"2009-2020";"Business and International Management (Q1); Computer Science Applications (Q1); Management of Technology and Innovation (Q1); Economics and Econometrics (Q2); Marketing (Q2)"
55;28988;"Journal of Economics and Management Strategy";journal;"15309134, 10586407";0,990;Q1;65;46;122;1671;196;122;1,73;36,33;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1992-2020";"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1); Economics and Econometrics (Q2)"
56;21100218364;"Creativity and Innovation Management";journal;"09631690, 14678691";0,970;Q1;55;54;117;3605;380;102;3,51;66,76;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1992-2020";"Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
57;12100155405;"Innovation: Management, Policy and Practice";journal;"14479338";0,964;Q1;27;44;82;3351;257;77;4,20;76,16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2020";"Management of Technology and Innovation (Q1)"
58;21216;"MIT Sloan Management Review";journal;"15329194";0,925;Q1;95;61;226;625;430;189;1,99;10,25;United States;Northern America;"Massachusetts Institute of Technology";"2001-2020";"Business and International Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1); Decision Sciences (miscellaneous) (Q2)"
59;10600153365;"Economics of Innovation and New Technology";journal;"14768364, 10438599";0,923;Q1;49;73;126;4613;328;119;2,42;63,19;United Kingdom;Western Europe;"Routledge";"1990-2020";"Economics, Econometrics and Finance (miscellaneous) (Q1); Management of Technology and Innovation (Q1)"
60;20146;"Industrial Relations";journal;"00198676, 1468232X";0,862;Q1;54;21;70;983;95;69;1,53;46,81;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1961-2020";"Industrial Relations (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)"
61;23590;"Science and Engineering Ethics";journal;"13533452, 14715546";0,860;Q1;48;139;344;5943;949;292;3,21;42,76;Netherlands;Western Europe;"Springer Netherlands";"1995-2020";"Health Policy (Q1); Health (social science) (Q1); Issues, Ethics and Legal Aspects (Q1); Management of Technology and Innovation (Q1)"
62;16082;"Economic and Industrial Democracy";journal;"0143831X, 14617099";0,854;Q1;37;67;142;4423;246;85;3,16;66,01;United Kingdom;Western Europe;"SAGE Publications Ltd";"1980-2020";"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)"
63;21100890672;"Financial Innovation";journal;"21994730";0,847;Q2;13;45;96;2135;477;83;2,98;47,44;Germany;Western Europe;"";"2015-2020";"Finance (Q1); Management of Technology and Innovation (Q2)"
64;144666;"Journal of Product and Brand Management";journal;"10610421";0,841;Q2;75;107;197;9376;673;177;3,03;87,63;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1992-2020";"Strategy and Management (Q1); Management of Technology and Innovation (Q2); Marketing (Q2)"
65;22949;"Research Technology Management";journal;"19300166, 08956308";0,837;Q2;63;60;196;417;265;107;2,69;6,95;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1988-1989, 1995-2020";"Engineering (miscellaneous) (Q1); Strategy and Management (Q1); Management of Technology and Innovation (Q2)"
66;21100446517;"International Journal of Managing Projects in Business";journal;"17538378, 17538386";0,835;Q2;29;110;134;8771;423;129;3,07;79,74;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Business and International Management (Q1); Strategy and Management (Q1); Management of Technology and Innovation (Q2)"
67;27639;"Cartography and Geographic Information Science";journal;"15230406";0,814;Q2;54;43;121;2031;336;108;3,13;47,23;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2020";"Civil and Structural Engineering (Q1); Geography, Planning and Development (Q1); Management of Technology and Innovation (Q2)"
68;130065;"Journal of Enterprise Information Management";journal;"17410398";0,797;Q2;56;71;136;5789;672;132;4,34;81,54;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2004-2020";"Information Systems (Q1); Library and Information Sciences (Q1); Decision Sciences (miscellaneous) (Q2); Management of Technology and Innovation (Q2)"
69;15688;"Journal of Information Systems";journal;"08887985, 15587959";0,780;Q2;30;34;62;1907;184;54;3,38;56,09;United States;Northern America;"American Accounting Association";"1991, 2009-2019";"Human-Computer Interaction (Q1); Information Systems (Q1); Information Systems and Management (Q1); Software (Q1); Accounting (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2)"
70;24842;"International Journal of Selection and Assessment";journal;"14682389, 0965075X";0,769;Q2;57;37;88;2040;140;87;1,53;55,14;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1993-2020";"Business, Management and Accounting (miscellaneous) (Q1); Applied Psychology (Q2); Management of Technology and Innovation (Q2); Psychology (miscellaneous) (Q2); Strategy and Management (Q2)"
71;21100899309;"Research and Practice in Technology Enhanced Learning";journal;"17937078";0,691;Q2;11;26;67;1200;194;65;2,78;46,15;Singapore;Asiatic Region;"Springer Open";"2015-2020";"Media Technology (Q1); Education (Q2); Management of Technology and Innovation (Q2); Social Psychology (Q2)"
72;144961;"European Journal of Innovation Management";journal;"14601060";0,678;Q2;57;89;91;8089;353;90;4,05;90,89;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1998-2020";"Management of Technology and Innovation (Q2)"
73;14500154733;"Operational Research";journal;"11092858, 18661505";0,670;Q2;18;129;202;5584;401;105;4,05;43,29;Germany;Western Europe;"Springer Verlag";"2009-2020";"Computational Theory and Mathematics (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Modeling and Simulation (Q2); Numerical Analysis (Q2); Statistics, Probability and Uncertainty (Q2); Strategy and Management (Q2)"
74;21100901154;"Advanced Manufacturing: Polymer and Composites Science";journal;"20550359";0,642;Q2;9;20;33;756;85;32;2,17;37,80;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2020";"Polymers and Plastics (Q1); Electrical and Electronic Engineering (Q2); Management of Technology and Innovation (Q2)"
75;19951;"International Journal of Conflict Management";journal;"10444068";0,634;Q2;50;49;86;3883;165;83;2,11;79,24;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990-2020";"Communication (Q1); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
76;24928;"Service Industries Journal";journal;"17439507, 02642069";0,629;Q2;62;90;176;7956;433;139;3,27;88,40;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2020";"Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
77;21100386518;"Advances in Production Engineering And Management";journal;"18556531, 18546250";0,622;Q2;14;38;102;1134;274;102;2,76;29,84;Slovenia;Eastern Europe;"Production Engineering Institute (PEI), University of Maribor";"2014-2019";"Industrial and Manufacturing Engineering (Q1); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Mechanical Engineering (Q2); Nuclear and High Energy Physics (Q2)"
78;28802;"Electricity Journal";journal;"10406190";0,616;Q2;43;102;296;2267;472;250;1,44;22,23;Netherlands;Western Europe;"Elsevier Inc.";"1988-2020";"Business and International Management (Q1); Law (Q1); Energy (miscellaneous) (Q2); Management of Technology and Innovation (Q2)"
79;19929;"Interfaces";journal;"00922102, 1526551X";0,609;Q2;62;33;124;714;117;116;0,92;21,64;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"1983-1988, 1996-2019";"Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Strategy and Management (Q2)"
80;21100242210;"Journal of Social Marketing";journal;"20426763, 20426771";0,588;Q2;22;29;72;1979;200;67;2,67;68,24;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2011-2020";"Management of Technology and Innovation (Q2); Marketing (Q2)"
81;21100435972;"Journal of Global Fashion Marketing";journal;"20932685, 23254483";0,579;Q2;17;26;69;1269;133;69;2,00;48,81;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2020";"Cultural Studies (Q1); Management of Technology and Innovation (Q2); Marketing (Q2); Strategy and Management (Q2)"
82;19318;"Group Decision and Negotiation";journal;"09262644, 15729907";0,577;Q2;57;49;159;2447;307;148;1,98;49,94;Netherlands;Western Europe;"Springer Netherlands";"1992-2020";"Social Sciences (miscellaneous) (Q1); Arts and Humanities (miscellaneous) (Q2); Decision Sciences (miscellaneous) (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
83;18800156713;"International Journal of Construction Management";journal;"15623599";0,571;Q2;19;179;156;10089;383;91;4,45;56,36;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2020";"Building and Construction (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
84;25468;"Public Personnel Management";journal;"00910260";0,555;Q2;42;41;60;3111;114;59;1,77;75,88;United States;Northern America;"SAGE Publications Inc.";"1973, 1982-1984, 1989, 1993, 1995-2020";"Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Public Administration (Q2); Strategy and Management (Q2)"
85;7000153207;"NanoEthics";journal;"18714765, 18714757";0,552;Q2;26;27;76;1097;124;59;2,18;40,63;Netherlands;Western Europe;"Springer Netherlands";"2007-2020";"History and Philosophy of Science (Q1); Philosophy (Q1); Management of Technology and Innovation (Q2); Nanoscience and Nanotechnology (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
